Marketplace,ChildASIN,ParentASIN,OrderID,ReviewID,ASINTitle,ReviewTitle,ReviewText,Rating,ReviewCreatedAt(UTC),Author,VerifiedPurchase,HasImages,ReviewDetailURL,ProductURL,FirstSeenAt(UTC),Source,SyncDate(PT)
DE,B0F8RGNXJC,B0F9WTD4JQ,306-3040681-2589953,R3NS0RSO5901V1,"Spigen EZ Fit Schutzfolie [2er-Pack] für Samsung Galaxy Z Flip7, Displayschutz für das äußere Display – 9H Kratzschutz, Installationskit",Panzerglas,Etwas teuer aber sehr gut die Montage mal schauen wie lange es hebt und es passt wirklich sehr gut.,5,2026-06-08 04:40:20,Danielo Azisov,Y,N,https://www.amazon.de/gp/customer-reviews/R3NS0RSO5901V1,https://www.amazon.de/dp/B0F8RGNXJC,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0DM16MJSG,B0DS6D2ZJP,304-1363389-3580361,R2W4VDB2SWFJI0,"Spigen Dual Pop MagFit MagSafe Ring Magnet Halterung, Doppelseitiger MagSafe Flexibel [4mm & 21g] für iPhone 17 17e 16 15 14 Pro Max Air, Pixelsnap Pixel 10 Pro XL, Samsung Galaxy S26 Ultra - Grau",Schwacher Magnet,"Für Spigen ein sehr enttäuschender Kauf, nach 2 Tagen kein Halt mehr vom Magneten",1,2026-06-08 00:38:14,Gerald,Y,N,https://www.amazon.de/gp/customer-reviews/R2W4VDB2SWFJI0,https://www.amazon.de/dp/B0DM16MJSG,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0CNFB3FFW,B0DZ6KTTZM,303-1903374-5767554,R35E8B0D962XNG,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Grau,NICHT zu empfehlen,"Die Hülle hat grob verarbeitete, scharfkantige Stellen. NICHT mobil magsafefähig.KEINEReaktion auf meine Mail vom Support.  Schade",1,2026-06-07 23:45:53,Florian L,Y,N,https://www.amazon.de/gp/customer-reviews/R35E8B0D962XNG,https://www.amazon.de/dp/B0CNFB3FFW,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0CV71SSMQ,B0DRSW6BCG,,RHT5L5MKVT0KN,Spigen Ultra Hybrid Metal Ring MagFit Hülle Kompatibel mit Samsung Galaxy S24 Ultra -Zero One Titanium,Gut aber...,Kunstoff vergilbt schnell...nicht schön für die Optik... sollte man was in der Produktion was ändern..sonst gute Optik,4,2026-06-07 21:52:54,Amazon Kunde,Y,N,https://www.amazon.de/gp/customer-reviews/RHT5L5MKVT0KN,https://www.amazon.de/dp/B0CV71SSMQ,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FH5WYKX6,B0G6Y6XB4Z,306-8740586-5632336,R2RHSXJ7B5JB74,Spigen iPhone 17 Pro Max Hülle Signature Ultra Hybrid MagFit Case Handyhülle Transparent Kompatibel mit MagSafe -Frost Black Orange,Super Hülle für MagSafe,"Perfekt genau wie erwartet, Magnet hält sehr gut.",5,2026-06-07 21:52:38,Florian Schulze,Y,N,https://www.amazon.de/gp/customer-reviews/R2RHSXJ7B5JB74,https://www.amazon.de/dp/B0FH5WYKX6,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FD2CB7F2,B0FQMPZFVM,303-4644992-5612353,R1CLVNLYCP6LW0,Spigen iPhone 17 Hülle [Spigen Premium Qualität] Rugged Armor MagFit Case Carbonfaser Muster Handyhülle TPU Schutzhülle Kompatibel mit MagSafe -Gray,Finde ich besser als 40€ Rhinoshield Hülle,"Fühlt sich super an, Man hat richtig gripp, sehr hochwertig, MagSafe hält auch, Qualitat top",5,2026-06-07 21:10:15,AYS,Y,N,https://www.amazon.de/gp/customer-reviews/R1CLVNLYCP6LW0,https://www.amazon.de/dp/B0FD2CB7F2,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FVB4P3R1,B0DS1S2MJF,306-4337573-5577113,R1OVQ6PJI2AI2O,Spigen Slim Armor CS für Samsung Galaxy S26 Ultra Hülle [Eingebautes Kartenfach] Case Handyhülle Kompatibel mit MagSafe –Schwarz,"Good item, worth of its money",Good quality,5,2026-06-07 20:33:25,Alex,Y,N,https://www.amazon.de/gp/customer-reviews/R1OVQ6PJI2AI2O,https://www.amazon.de/dp/B0FVB4P3R1,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0F97BSKSM,B0F97BSKSM,304-8838938-5160325,R1EKNNWGHOVPXS,Spigen Liquid Air Hülle Kompatibel mit Samsung Galaxy Watch 8 Classic 46mm (2025) - Matt Schwarz,Unpractiche,eine nutzlose und unpraktische Sache,2,2026-06-07 18:26:51,Oleksandr Harustovych,Y,N,https://www.amazon.de/gp/customer-reviews/R1EKNNWGHOVPXS,https://www.amazon.de/dp/B0F97BSKSM,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0D5JRJCVX,B0D5JRJCVX,303-1314238-5865920,R1DL09YZ5XCQSM,"Spigen Rugged Armor Hülle Kompatibel mit Samsung Galaxy Watch Ultra 47mm (2024, 2025) - Matt Schwarz","Gute, passende stabile Hülle","Gute, passende stabile Hülle",5,2026-06-07 18:22:18,Nutstree,Y,N,https://www.amazon.de/gp/customer-reviews/R1DL09YZ5XCQSM,https://www.amazon.de/dp/B0D5JRJCVX,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FVBMCTG6,B0GQ568HPC,302-1296246-3842724,R2YYGLLZEUMTFQ,"Spigen Liquid Air MagFit für Samsung Galaxy S26 Ultra Hülle [rutschfest] Slim TPU mit Truss-Design, Militärgeprüfter Schutz Case Handyhülle, Kompatibel mit MagSafe –Matte Black","Gute, griffige Hülle","Die Hülle ist sehr gut und griffig. Ich nutze bei jedem Handy immer die gleiche Hülle von Spigen, weil es die für mich beste ist.",5,2026-06-07 17:54:10,T.T,Y,N,https://www.amazon.de/gp/customer-reviews/R2YYGLLZEUMTFQ,https://www.amazon.de/dp/B0FVBMCTG6,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0DJCK4D2X,B0GP93VDWC,028-0093710-7932347,R2Q91ZPJ3RAGBZ,Spigen Liquid Air Hülle Kompatibel mit Google Pixel 9a -Matte Black,Sehr gut,Hülle ist sehr robust und passgenau,5,2026-06-07 17:16:46,Sascha,Y,N,https://www.amazon.de/gp/customer-reviews/R2Q91ZPJ3RAGBZ,https://www.amazon.de/dp/B0DJCK4D2X,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0CWS92YJV,B0F6383333,028-2909585-6936368,R2F7GCVPP9C90L,Spigen Rugged Armor Hülle Kompatibel mit Google Pixel 9 Pro XL [Made for Google] -Marble Gray,Das Original Case,Super top 👍👍👍👍👍👍👍👍👍👍👍,5,2026-06-07 16:48:40,Alex Malanez,Y,N,https://www.amazon.de/gp/customer-reviews/R2F7GCVPP9C90L,https://www.amazon.de/dp/B0CWS92YJV,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0CP32NCGL,B0CP32NCGL,302-1298507-5192333,R2EHGNUMUTBSJC,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit Samsung Galaxy S24 Ultra, 2 Stück, Kratzfest, Kristallklar, 9H Härte Folie",Lacking Display Coverage,"It does not cover the whole S24 Ultra display, which I would have expected to be a perfect fit. In contrast, the S26 Ultra display is covered completely from the Spigen EZ Fit.",2,2026-06-07 16:36:43,Lagos,Y,N,https://www.amazon.de/gp/customer-reviews/R2EHGNUMUTBSJC,https://www.amazon.de/dp/B0CP32NCGL,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0F49CH9JT,B0GPCSNK4Z,305-8764147-5111507,R1I8FOY5D1IY6B,"Spigen Tough Armor (AI) MagFit Hülle für Google Pixel 10 Pro XL, Kompatibel Mit Pixelsnap und MagSafe [2025 Neue Funktion] -Schwarz",Top Qualität,Passt einwandfrei und sehr gute Qualität wie man sie von Spigen kennt,5,2026-06-07 16:10:11,ANONYMOUS DUKE,Y,N,https://www.amazon.de/gp/customer-reviews/R1I8FOY5D1IY6B,https://www.amazon.de/dp/B0F49CH9JT,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FC8971XW,B0DK19SDFW,302-7624041-3505113,R1RKCLEXHISPB8,Spigen für Samsung Galaxy S25 FE Hülle [Fallschutz in Militärqualität] Rugged Armor Handyhülle Samsung S25 FE -Matte Black,Superqualität!,Besser geht es nicht!,5,2026-06-07 15:50:11,Kindle-Kunde,Y,N,https://www.amazon.de/gp/customer-reviews/R1RKCLEXHISPB8,https://www.amazon.de/dp/B0FC8971XW,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0G7S8J7SJ,B0GQ9MW1XR,303-5853861-7373908,R383613ZYCOV53,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit Samsung Galaxy S26 Ultra, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 10H+ Härte Folie",Nicht tauglich für Fingerprint,Fingerabdruck Erkennung praktisch nicht möglich. Absolut untauglich,1,2026-06-07 15:32:40,J. B.,Y,N,https://www.amazon.de/gp/customer-reviews/R383613ZYCOV53,https://www.amazon.de/dp/B0G7S8J7SJ,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FPJ6RYFN,B0D1816PWX,302-1141582-5215513,R370NDNID5KAA7,"Spigen Glas.tR EZ Fit Schutzfolie für Tesla Model Y L(2026), Model Y Standard(2026), Model Y Performance(2024-2026), Model Y Premium(2026), inkl. Installationsset, 16 Zoll,Blendschutz,Kratzfest,10H+",Unscharf. Finger weg!,Unfassbar unscharf!!! Finger weg!<br />Direkt wieder entfernt.,1,2026-06-07 14:11:29,FINNO,Y,Y,https://www.amazon.de/gp/customer-reviews/R370NDNID5KAA7,https://www.amazon.de/dp/B0FPJ6RYFN,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FBHD7RVT,B0FBHD7RVT,302-4106529-6061965,R22CNB60PK3BPZ,"Spigen Tesla Model Y 2025 2026 Juniper (Nur Premium & Performance) Ladekantenschutz Kofferraum, Innenraum-Kofferraumschutz, Werkzeugfreie Installation, Hochwertiges TPE, Vollständiger Kantenschutz",Vorsicht!,Vorsicht mit dem Klett beschädigt man die Oberfläche!,1,2026-06-07 13:50:55,FINNO,Y,N,https://www.amazon.de/gp/customer-reviews/R22CNB60PK3BPZ,https://www.amazon.de/dp/B0FBHD7RVT,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0CJL27HLV,B0CJL27HLV,302-4485689-0238706,RQTSGYUHVIVW7,"Spigen Wagenheber Gummiauflage für Tesla Model Y (~2026) Model 3 (~2026), Model X S, 4 Stücke Jack Pad Adapter Tesla Zubehör mit Intelligente Aufbewahrungsbox, Schützt Batterie und Chassis","Top JackPads, haben sich jetzt schon bewert.","Top, die Verpackung ist super, die Pads sind richtig gut und echt praktisch. Das sie in einer Aufbewahrungsbox kommen, die magnetisch schließt finde ich auch Mega gut.",5,2026-06-07 13:22:09,micha,Y,N,https://www.amazon.de/gp/customer-reviews/RQTSGYUHVIVW7,https://www.amazon.de/dp/B0CJL27HLV,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FC7F7CRF,B0FQ9QVRY6,302-3259012-1316329,R2OX24QJQ0M63A,Spigen für Samsung Galaxy S25 FE Hülle [Anti Vergilbung] Ultra Hybrid Handyhülle Samsung S25 FE Transparent Durchsichtig -Crystal Clear,Very good compared to other options at a great price,I really like this phone case because unlike other cheaper options that ive tried (and this one actually has an excellent price too) it holds the phone well and dosent warp over time. its a bit tough to apply but its for the better because it really holds the phone snugly and gives a very reassuring feeling. I'd definitely buy it again.,5,2026-06-07 13:11:40,Ocevi,Y,N,https://www.amazon.de/gp/customer-reviews/R2OX24QJQ0M63A,https://www.amazon.de/dp/B0FC7F7CRF,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FD2VP7P7,B0CTBYL8TZ,306-5701859-6941167,R3LYRFRDQS90AU,"Spigen iPhone 17 Hülle [2025 Upgrade 360° Ständer] [Dura Clear] Ultra Hybrid S MagFit Case Handyhülle Stoßfest Kratzfest, Kompatibel mit MagSafe -Clear White",Vergilbt nach wenigen Monaten,"Die Hülle macht was sie soll. Sie ist transparent, sie schützt und nach wenigen Wochen ist sie vergilbt!<br /><br />Ich kann das Produkt keinesfalls empfehlen!",2,2026-06-07 12:55:54,M. Georgius-Mathée,Y,N,https://www.amazon.de/gp/customer-reviews/R3LYRFRDQS90AU,https://www.amazon.de/dp/B0FD2VP7P7,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FD2LF2M6,B0G6Y6XB4Z,306-7831648-0009916,R2R0U0G8HH94FA,Spigen iPhone 17 Hülle [Spigen Signature] Ultra Hybrid MagFit Case Handyhülle Transparent Kompatibel mit MagSafe -Frost White,Gute Qualität!,"Die Tasten sind hochwertig verarbeitet und haptisch gut wahrnehmbar, während der Bildschirm optimal geschützt ist.",5,2026-06-07 11:54:45,FloCos,Y,N,https://www.amazon.de/gp/customer-reviews/R2R0U0G8HH94FA,https://www.amazon.de/dp/B0FD2LF2M6,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0D84YX465,B0FMQXDRZW,306-9601988-6013159,R2TNHL0R65U00T,"Spigen Glas.tR EZ Fit Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, Kratzfest, inklusive Installationskit, Kristallklar, 9H Härte Folie",Exzellente Qualität!,"Dies repräsentiert die höchste Qualität, die ich bisher erfahren durfte. Eine uneingeschränkte Empfehlung wird ausgesprochen. Die Montage gestaltet sich äußerst unkompliziert.",5,2026-06-07 11:49:52,FloCos,Y,N,https://www.amazon.de/gp/customer-reviews/R2TNHL0R65U00T,https://www.amazon.de/dp/B0D84YX465,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FBDNQ625,B0FDQP46Z2,028-6586649-8419539,R8JCGYR4T96P7,"Spigen Glas.tR EZ Fit Optik Kameraschutz kompatibel mit Google Pixel 10 Pro XL, 2 Stück, Kristallklar, Rundumschutz, Anti-Kratzer, 9H Härte Schutzfolie",Hervorragender Kameraschutz ohne optische Nachteile.,"Ich habe den Kamerabalken meines Pixel 10 Pro XL zusätzlich mit diesem Schutzglas geschützt. Es passt perfekt zu meiner transparenten Schutzhülle, sowie dem Displayschutzglas desselben Herstellers, welche es optimal ergänzt. Zunächst war ich etwas skeptisch, daß dieses gehärtete Schutzglas die optische Qualität meiner Kameras negativ beeinflussen könnte, aber diese Angst war vollkommen unbegründet.  Ich bin sehr zufrieden. Meine klare Kaufempfehlung.",5,2026-06-07 11:42:19,Andrius,Y,N,https://www.amazon.de/gp/customer-reviews/R8JCGYR4T96P7,https://www.amazon.de/dp/B0FBDNQ625,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FCFC9WL2,B0FQSD86KK,306-5031757-7618705,R17B9J6IHJTBPZ,"Spigen Glas.tR EZ Fit Pro Schutzfolie kompatibel mit iPhone 17 Pro, iPhone 17, iPhone 16 Pro, 2 Stück, inklusive Installationskit, Kratzfest, Kristallklar, 9H Härte Folie",Fragile,Breaks and scratches so easily Im genuinely considering just going without,1,2026-06-07 11:24:23,Alexander Frömert,Y,N,https://www.amazon.de/gp/customer-reviews/R17B9J6IHJTBPZ,https://www.amazon.de/dp/B0FCFC9WL2,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0FD2M8KXX,B0FD2M8KXX,302-2565959-6316302,R20776ETCBSA8F,"Spigen iPhone 17 Hülle [Zero One Edition] [Dura Clear Tech] Hightech-Design Ultra Hybrid MagFit Case Handyhülle, Kompatibel mit MagSafe Zubehör -Zero One White",Vergilbt wie alle anderen clear cases,Qualität super aber vergilbt nach ca 3 Monaten - nach 6 deutlich.,3,2026-06-07 11:22:35,Paul S,Y,N,https://www.amazon.de/gp/customer-reviews/R20776ETCBSA8F,https://www.amazon.de/dp/B0FD2M8KXX,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B0GK66R3N4,B0H2LWJPTV,028-9879234-4062721,R3PZWW6X6PMSJN,"Spigen ArcStation Essential GaN 45W 1-Port USB-C Ladegerät [inkl. 100W USB-C E-Marker Kabel] PD 3.0 PPS Netzteil Schnellladegerät für iPhone 17 16 Pro Max Air, Galaxy S25, Pixel 10 Pro XL 9a - Schwarz",Top Gerät,Top Gerät!!,5,2026-06-07 11:09:48,B.E,Y,N,https://www.amazon.de/gp/customer-reviews/R3PZWW6X6PMSJN,https://www.amazon.de/dp/B0GK66R3N4,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B09YMV3TXX,B09YMV3TXX,,R2RF8NEN53OB7P,Spigen Ultra Hybrid Hülle Kompatibel mit Google Pixel 7 Pro -Crystal Clear,Sehr gute  transparente Smartphonehüllen.,"Ich mag diese transparenten Hüllen. Sie sind von hoher Qualität, passgenau, schützen die Kameras durch einen leicht erhöhten Rand, sind von Google zertifiziert und sind mit Luftpolsterecken ausgestattet Da solche transparenten Hüllen gemeinhin, je nach UV-Exposition, vergilben, sind diese aus unterschiedlichen Materialien gefertigt, die Rückseite aus einem härteren, das nie vergilbt, die Seiten aus einem weicheren, das schon nach einiger Zeit irgendwann vergilbt, aber insgesamt sehen sie dennoch länger gut aus, ehe sie ersetzt werden müssen. Und sie sehen wirklich richtig gut aus, da die natürliche Schönheit des Smartphones erhalten bleibt. Diese Hüllen haben eine gute Griffestigkeit, selbst bei nassen, oder schwitzigen Händen im Hochsommer. Meine klare Empfehlung",5,2026-06-07 10:40:09,Andrius,Y,N,https://www.amazon.de/gp/customer-reviews/R2RF8NEN53OB7P,https://www.amazon.de/dp/B09YMV3TXX,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B09S8KP499,B0B1DM55TG,028-7414332-3700367,R3OFFCDQ14IUUX,Spigen Ultra Hybrid Hülle Kompatibel mit Google Pixel 6a -Crystal Clear,"Sehr gute, transparente Smartphonehüllen.","Ich mag diese transparenten Hüllen. Sie sind von hoher Qualität, passgenau, schützen die Kameras durch einen leicht erhöhten Rand, sind von Google zertifiziert und sind mit Luftpolsterecken ausgestattet Da solche transparenten Hüllen gemeinhin, je nach UV-Exposition, vergilben, sind diese aus unterschiedlichen Materialien gefertigt, die Rückseite aus einem härteren, das nie vergilbt, die Seiten aus einem weicheren, das schon nach einiger Zeit irgendwann vergilbt, aber insgesamt sehen sie dennoch länger gut aus, ehe sie ersetzt werden müssen. Und sie sehen wirklich richtig gut aus, da die natürliche Schönheit des Smartphones erhalten bleibt. Diese Hüllen haben eine gute Griffestigkeit, selbst bei nassen, oder schwitzigen Händen im Hochsommer. Meine klare Empfehlung.",5,2026-06-07 10:38:54,Andrius,Y,N,https://www.amazon.de/gp/customer-reviews/R3OFFCDQ14IUUX,https://www.amazon.de/dp/B09S8KP499,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
DE,B09HSW26DW,B09HSW26DW,,RFKOFVH2DBG8W,Caseology Parallax Hülle Kompatibel mit Samsung Galaxy S22 Ultra 5G - Midnight Green,.,Gutte produkt,5,2026-06-07 10:32:34,Besim Lyte,Y,N,https://www.amazon.de/gp/customer-reviews/RFKOFVH2DBG8W,https://www.amazon.de/dp/B09HSW26DW,2026-06-10 06:12:58,daily_full_refresh,2026-06-10
